wordform,frequency,word_length,perMILL,zipf,CD_N,CD_percent,CD_log,pos,pos_freq,dom_pos,dom_pos_freq
北区,6,2,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,"['nl', 'ns']","[5, 1]",nl,5
名列前茅,6,4,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['i'],[6],i,6
山癞,6,2,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,['n'],[6],n,6
羊泉,6,2,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,['ns'],[6],ns,6
磨砺,6,2,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['v'],[6],v,6
董桂森,6,3,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,['nh'],[6],nh,6
董瑞年,6,3,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,['nh'],[6],nh,6
磁石,6,2,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['n'],[6],n,6
匈奴人,6,3,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['n'],[6],n,6
碧干,6,2,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,"['nh', 'ns', 'z']","[4, 1, 1]",nh,4
并进,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['v'],[6],v,6
民主人士,6,4,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['n'],[6],n,6
洗头房,6,3,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,"['n', 'v']","[5, 1]",n,5
格拉赫,6,3,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,['nh'],[6],nh,6
蒙藏,6,2,0.1922634224222217,2.283896668787752,1,0.0001932367149758,0.0,['j'],[6],j,6
蒙骗,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['v'],[6],v,6
格律诗,6,3,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,['n'],[6],n,6
格律师,6,3,0.1922634224222217,2.283896668787752,1,0.0001932367149758,0.0,"['n', 'nh']","[5, 1]",n,5
蒜蓉,6,2,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['n'],[6],n,6
山楂片,6,3,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,['n'],[6],n,6
名场,6,2,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['n'],[6],n,6
署,6,1,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,"['n', 'v']","[1, 5]",v,5
山楂丸,6,3,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,['n'],[6],n,6
洗衣工,6,3,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,['n'],[6],n,6
笔帽,6,2,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['n'],[6],n,6
蓄,6,1,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['v'],[6],v,6
年轻版,6,3,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['n'],[6],n,6
蒙罗,6,2,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,"['nh', 'ns']","[5, 1]",nh,5
蒙特雷,6,3,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,"['nh', 'ns']","[1, 5]",ns,5
碱水,6,2,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['n'],[6],n,6
北大陆,6,3,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['ns'],[6],ns,6
域外,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['nl'],[6],nl,6
山海情,6,3,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['n'],[6],n,6
北山,6,2,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,"['nd', 'ns']","[1, 5]",ns,5
归路,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,"['n', 'v']","[1, 5]",v,5
名为,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['n'],[6],n,6
归途,6,2,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['n'],[6],n,6
归隐,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,"['n', 'v']","[1, 5]",v,5
培训生,6,3,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['n'],[6],n,6
洗碗,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,"['n', 'v']","[1, 5]",v,5
羊羊,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,"['n', 'z']","[5, 1]",n,5
洗涤机,6,3,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,['n'],[6],n,6
四国,6,2,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,"['j', 'm', 'n']","[3, 2, 1]",j,3
年龄差,6,3,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,['n'],[6],n,6
包法丽,6,3,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['nh'],[6],nh,6
包桶,6,2,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['n'],[6],n,6
年龄岁,6,3,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['n'],[6],n,6
动脚,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['v'],[6],v,6
校场,6,2,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,['n'],[6],n,6
没趣,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['a'],[6],a,6
后身,6,2,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['n'],[6],n,6
彭蕾,6,2,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,"['nh', 'ns']","[5, 1]",nh,5
年均,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['j'],[6],j,6
功德箱,6,3,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['n'],[6],n,6
氢,6,1,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['n'],[6],n,6
蜜糖,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['n'],[6],n,6
柴静,6,2,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['nh'],[6],nh,6
网罗,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,"['n', 'v']","[1, 5]",v,5
蜜蜜,6,2,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,"['n', 'z']","[2, 4]",z,4
吐气,6,2,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['v'],[6],v,6
柴柴,6,2,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,"['j', 'n', 'nh']","[1, 2, 3]",nh,3
网格,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['n'],[6],n,6
向山,6,2,0.1922634224222217,2.283896668787752,1,0.0001932367149758,0.0,"['nh', 'ns', 'v']","[4, 1, 1]",nh,4
办学,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['v'],[6],v,6
泡发,6,2,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,"['n', 'v']","[1, 5]",v,5
影分身,6,3,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['n'],[6],n,6
影剧,6,2,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['n'],[6],n,6
蜘蛛丝,6,3,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,['n'],[6],n,6
柿子树,6,3,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['n'],[6],n,6
梅亚查,6,3,0.1922634224222217,2.283896668787752,1,0.0001932367149758,0.0,"['nh', 'nz']","[5, 1]",nh,5
藏龙卧虎,6,4,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['i'],[6],i,6
加内特,6,3,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,"['nh', 'ns']","[5, 1]",nh,5
标号,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['n'],[6],n,6
年天,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['q'],[6],q,6
破获,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['v'],[6],v,6
后街,6,2,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,"['nd', 'nl', 'ns']","[2, 1, 3]",ns,3
破罐子,6,3,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,"['a', 'n', 'v']","[4, 1, 1]",a,4
加减,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['v'],[6],v,6
副手耳,6,3,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,"['b', 'n']","[2, 4]",n,4
加入群,6,3,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['v'],[6],v,6
沟通课,6,3,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['n'],[6],n,6
嚼头,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,"['n', 'v']","[5, 1]",n,5
洪川,6,2,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,['nh'],[6],nh,6
等座,6,2,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,"['n', 'v']","[1, 5]",v,5
彭布罗克,6,4,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,"['nh', 'ns', 'nz']","[4, 1, 1]",nh,4
标准值,6,3,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['n'],[6],n,6
加仓,6,2,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['v'],[6],v,6
加兹鼓,6,3,0.1922634224222217,2.283896668787752,1,0.0001932367149758,0.0,"['nh', 'ns']","[1, 5]",ns,5
功能型,6,3,0.1922634224222217,2.283896668787752,1,0.0001932367149758,0.0,['n'],[6],n,6
功能机,6,3,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,['n'],[6],n,6
彭柯,6,2,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,"['nh', 'nz']","[5, 1]",nh,5
融合度,6,3,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['n'],[6],n,6
劝降,6,2,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['v'],[6],v,6
缺血,6,2,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['v'],[6],v,6
柳叶,6,2,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['n'],[6],n,6
柳传志,6,3,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,['nh'],[6],nh,6
吕光,6,2,0.1922634224222217,2.283896668787752,1,0.0001932367149758,0.0,"['nh', 'ns']","[5, 1]",nh,5
柱状图,6,3,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['n'],[6],n,6
柱状,6,2,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['n'],[6],n,6
塞哈亚,6,3,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,"['nh', 'ns']","[3, 3]",nh,3
影视综,6,3,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,['b'],[6],b,6
血汗钱,6,3,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['n'],[6],n,6
缺缺,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,"['n', 'v']","[1, 5]",v,5
血洗,6,2,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,"['n', 'v']","[3, 3]",n,3
副科,6,2,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,"['b', 'n']","[1, 5]",n,5
吕子乔,6,3,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,['nh'],[6],nh,6
融合感,6,3,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['n'],[6],n,6
半百,6,2,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['m'],[6],m,6
血雨,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,"['i', 'n']","[1, 5]",n,5
梅长苏,6,3,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,['nh'],[6],nh,6
影域,6,2,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['n'],[6],n,6
砖雕,6,2,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['n'],[6],n,6
噪感,6,2,0.1922634224222217,2.283896668787752,1,0.0001932367149758,0.0,['n'],[6],n,6
年利率,6,3,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,['n'],[6],n,6
柳氏,6,2,0.1922634224222217,2.283896668787752,1,0.0001932367149758,0.0,['nh'],[6],nh,6
氮,6,1,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,['n'],[6],n,6
柳枝,6,2,0.1922634224222217,2.283896668787752,1,0.0001932367149758,0.0,['n'],[6],n,6
筋道,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,"['a', 'n']","[1, 5]",n,5
劝分,6,2,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['v'],[6],v,6
标定,6,2,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['v'],[6],v,6
力量性,6,3,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['n'],[6],n,6
力线,6,2,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['n'],[6],n,6
血厂,6,2,0.1922634224222217,2.283896668787752,1,0.0001932367149758,0.0,['n'],[6],n,6
力竭,6,2,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['v'],[6],v,6
螺蛳,6,2,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['n'],[6],n,6
蟹田,6,2,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,['n'],[6],n,6
劝学,6,2,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,"['nh', 'v']","[1, 5]",v,5
吓唬人,6,3,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['v'],[6],v,6
年初五,6,3,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,['nt'],[6],nt,6
力宏,6,2,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,"['nh', 'nz']","[5, 1]",nh,5
蠕虫,6,2,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,['n'],[6],n,6
蛋皮,6,2,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['n'],[6],n,6
彭于,6,2,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,"['nh', 'v']","[5, 1]",nh,5
虚荣感,6,3,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['n'],[6],n,6
虎虎,6,2,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,"['n', 'z']","[5, 1]",n,5
虎门,6,2,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,"['n', 'ns']","[1, 5]",ns,5
动保,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,"['j', 'n', 'nh', 'v']","[2, 1, 1, 2]",j,2
虚仪,6,2,0.1922634224222217,2.283896668787752,1,0.0001932367149758,0.0,"['a', 'b', 'n', 'v']","[2, 1, 2, 1]",a,2
虚像,6,2,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,['n'],[6],n,6
气泡膜,6,3,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,['n'],[6],n,6
树腰,6,2,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,['n'],[6],n,6
虚害,6,2,0.1922634224222217,2.283896668787752,1,0.0001932367149758,0.0,"['n', 'v']","[5, 1]",n,5
树神,6,2,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,"['n', 'nh']","[4, 2]",n,4
年景,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['n'],[6],n,6
罗尔,6,2,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['nh'],[6],nh,6
塔院,6,2,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,"['n', 'ns']","[4, 2]",n,4
向心力,6,3,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['n'],[6],n,6
罗小,6,2,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,['nh'],[6],nh,6
罗宇,6,2,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,['nh'],[6],nh,6
校医,6,2,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['n'],[6],n,6
气焰,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['n'],[6],n,6
虎秀,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,"['i', 'n', 'nh', 'nz', 'z']","[1, 1, 2, 1, 1]",nh,2
虎扑男,6,3,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,['n'],[6],n,6
硬式,6,2,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,"['a', 'b', 'd']","[1, 4, 1]",b,4
后山,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,"['n', 'nd', 'ns']","[2, 1, 3]",ns,3
没怎么,6,3,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,"['d', 'i']","[2, 4]",i,4
藕盒,6,2,0.1922634224222217,2.283896668787752,1,0.0001932367149758,0.0,['n'],[6],n,6
年框,6,2,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,"['n', 'q']","[5, 1]",n,5
硬号,6,2,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,"['a', 'n']","[1, 5]",n,5
藤原,6,2,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,"['n', 'nh', 'ns']","[4, 1, 1]",n,4
山地车,6,3,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['n'],[6],n,6
胃管,6,2,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,['n'],[6],n,6
藤野,6,2,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,"['n', 'nh']","[1, 5]",nh,5
第一式,6,3,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,"['b', 'm']","[5, 1]",b,5
藩镇,6,2,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,"['n', 'ns']","[4, 2]",n,4
加德岛,6,3,0.1922634224222217,2.283896668787752,1,0.0001932367149758,0.0,['ns'],[6],ns,6
树梢,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['n'],[6],n,6
硬指标,6,3,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['n'],[6],n,6
栗山,6,2,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['ns'],[6],ns,6
标签机,6,3,0.1922634224222217,2.283896668787752,1,0.0001932367149758,0.0,['n'],[6],n,6
堅持,6,2,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['v'],[6],v,6
栓子,6,2,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['n'],[6],n,6
山北,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,"['nl', 'ns']","[2, 4]",ns,4
加里布埃尔,6,5,0.1922634224222217,2.283896668787752,1,0.0001932367149758,0.0,"['nh', 'ns']","[4, 2]",nh,4
蛋白酶,6,3,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,['n'],[6],n,6
加醋,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['v'],[6],v,6
巴尼伯特,6,4,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,['nh'],[6],nh,6
硫化氢,6,3,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['n'],[6],n,6
后空翻,6,3,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,"['n', 'v']","[3, 3]",n,3
罗刹,6,2,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,"['nh', 'ns']","[5, 1]",nh,5
气膜,6,2,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,['n'],[6],n,6
加把劲,6,3,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,"['i', 'v']","[5, 1]",i,5
蛇皮,6,2,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,['n'],[6],n,6
没品,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['v'],[6],v,6
栖身,6,2,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['v'],[6],v,6
罗克西,6,3,0.1922634224222217,2.283896668787752,1,0.0001932367149758,0.0,['nh'],[6],nh,6
第五十,6,3,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['m'],[6],m,6
堪布利,6,3,0.1922634224222217,2.283896668787752,1,0.0001932367149758,0.0,['ns'],[6],ns,6
蛋包,6,2,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['n'],[6],n,6
巴布洛,6,3,0.1922634224222217,2.283896668787752,1,0.0001932367149758,0.0,"['nh', 'ns']","[4, 2]",nh,4
砸锅卖铁,6,4,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['i'],[6],i,6
第十九,6,3,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['m'],[6],m,6
蚵椒,6,2,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,['n'],[6],n,6
加权,6,2,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['v'],[6],v,6
罗子傅,6,3,0.1922634224222217,2.283896668787752,1,0.0001932367149758,0.0,['nh'],[6],nh,6
蚝,6,1,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['n'],[6],n,6
加酿,6,2,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,['v'],[6],v,6
山势,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['n'],[6],n,6
树坑,6,2,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,['n'],[6],n,6
加进,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['v'],[6],v,6
气瓶,6,2,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,['n'],[6],n,6
堕胎权,6,3,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['n'],[6],n,6
加菲猫,6,3,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,"['n', 'nz']","[5, 1]",n,5
硬写,6,2,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,"['d', 'n', 'v']","[2, 3, 1]",n,3
加奶,6,2,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,['v'],[6],v,6
堡,6,1,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,['n'],[6],n,6
罗加瓦叙利亚,6,6,0.1922634224222217,2.283896668787752,1,0.0001932367149758,0.0,['ns'],[6],ns,6
彩虹六号,6,4,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,['nz'],[6],nz,6
标间,6,2,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['n'],[6],n,6
后燃,6,2,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,"['b', 'n']","[4, 2]",b,4
后爸,6,2,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,['n'],[6],n,6
桃酥,6,2,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,"['n', 'nh']","[5, 1]",n,5
北岛,6,2,0.1922634224222217,2.283896668787752,5,0.0009661835748792,0.6989700043360189,"['j', 'ns']","[1, 5]",ns,5
老伙计,6,3,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['n'],[6],n,6
荣之,6,2,0.1922634224222217,2.283896668787752,1,0.0001932367149758,0.0,"['nh', 'nz']","[5, 1]",nh,5
张继,6,2,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['nh'],[6],nh,6
半裙,6,2,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,['n'],[6],n,6
半袖,6,2,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,"['b', 'm', 'n']","[3, 1, 2]",b,3
荣登,6,2,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,"['nh', 'v']","[2, 4]",v,4
翅,6,1,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,['n'],[6],n,6
荣禄,6,2,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['nh'],[6],nh,6
彩票站,6,3,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,['n'],[6],n,6
洞巴,6,2,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,['n'],[6],n,6
半生不熟,6,4,0.1922634224222217,2.283896668787752,6,0.001159420289855,0.7781512503836436,"['i', 'm']","[5, 1]",i,5
荣耿,6,2,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,"['n', 'nh']","[1, 5]",nh,5
张鲁伊,6,3,0.1922634224222217,2.283896668787752,3,0.0005797101449275,0.4771212547196624,['nh'],[6],nh,6
张鑫,6,2,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['nh'],[6],nh,6
荣芝,6,2,0.1922634224222217,2.283896668787752,1,0.0001932367149758,0.0,['nh'],[6],nh,6
河泽,6,2,0.1922634224222217,2.283896668787752,2,0.0003864734299516,0.3010299956639812,"['nh', 'ns']","[3, 3]",nh,3
神片,6,2,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['n'],[6],n,6
羽化,6,2,0.1922634224222217,2.283896668787752,4,0.0007729468599033,0.6020599913279624,['v'],[6],v,6
半月版,6,3,0.1922634224222217,2.283896668787752,1,0.0001932367149758,0.0,"['n', 'nt']","[3, 3]",n,3
