wordform,frequency,word_length,perMILL,zipf,CD_N,CD_percent,CD_log,pos,pos_freq,dom_pos,dom_pos_freq
的,2163126,1,69315.00131508181,7.840827235814057,5175,1.0,3.7139103541289553,"['a', 'c', 'd', 'n', 'nh', 'ns', 'u', 'z']","[1, 1, 52, 1, 2, 1, 2163067, 1]",u,2163067
是,1123067,1,35987.45083824289,7.556151084605293,5175,1.0,3.7139103541289553,"['c', 'i', 'n', 'nh', 'ns', 'nt', 'r', 'u', 'v']","[17, 59, 56, 4, 2, 1, 320, 51, 1122557]",v,1122557
我,1025155,1,32849.96813554213,7.516534952630505,5175,1.0,3.7139103541289553,"['i', 'j', 'n', 'nh', 'nt', 'nz', 'p', 'r', 'v']","[20, 1, 119, 87, 78, 2, 2, 1021791, 3055]",r,1021791
就,757839,1,24284.119964172354,7.385322369632035,5175,1.0,3.7139103541289553,"['b', 'c', 'd', 'i', 'n', 'nh', 'ns', 'nt', 'p', 'u', 'v']","[1, 5642, 694005, 59, 59, 33, 16, 42, 25390, 5, 32587]",d,694005
你,569226,1,18240.2231486186,7.261030147129508,5174,0.9998067632850242,3.713826424380525,"['i', 'n', 'r', 'v']","[242, 20, 568354, 610]",r,568354
了,546093,1,17498.951523469725,7.243012028045571,5175,1.0,3.7139103541289553,"['a', 'i', 'n', 'u', 'v']","[3, 1, 2, 539324, 6763]",u,539324
他,448477,1,14370.953816275123,7.157485593701243,5174,0.9998067632850242,3.713826424380525,"['n', 'nh', 'r', 'v']","[1, 18, 448316, 142]",r,448316
这个,447246,2,14331.507770774831,7.1562918834943945,5175,1.0,3.7139103541289553,"['d', 'i', 'm', 'n', 'nt', 'r', 'u', 'v']","[2, 2, 26, 16, 1, 447150, 1, 48]",r,447150
一个,410270,2,13146.652386194151,7.118815179799984,5175,1.0,3.7139103541289553,"['b', 'i', 'm']","[1, 1, 410268]",m,410268
在,392354,1,12572.5538068414,7.099423502949898,5175,1.0,3.7139103541289553,"['a', 'b', 'd', 'i', 'n', 'nh', 'ns', 'p', 'u', 'v', 'z']","[16, 2, 61239, 6, 15, 7, 2, 293281, 244, 37541, 1]",p,293281
不,362391,1,11612.42231916856,7.064922821815968,5175,1.0,3.7139103541289553,"['a', 'b', 'c', 'd', 'i', 'm', 'n', 'nh', 'ns', 'u', 'v']","[1113, 1, 72, 360173, 138, 165, 22, 1, 2, 7, 697]",d,360173
有,316977,1,10157.180474854766,7.0067731691535,5175,1.0,3.7139103541289553,"['a', 'b', 'd', 'i', 'j', 'm', 'n', 'nh', 'nt', 'p', 'r', 'v']","[409, 5, 494, 83, 1, 5, 13, 2, 2, 72, 1506, 314385]",v,314385
说,315272,1,10102.545618983117,7.004430820216186,5175,1.0,3.7139103541289553,"['i', 'n', 'nh', 'v']","[354, 294, 2, 314622]",v,314622
一,285313,1,9142.542306925228,6.961066978703455,5175,1.0,3.7139103541289553,"['a', 'b', 'c', 'd', 'i', 'j', 'm', 'n', 'nd', 'nh', 'nl', 'ns', 'nt', 'nz', 'u', 'v']","[53, 59, 62, 21993, 197, 13, 262284, 352, 164, 21, 53, 4, 38, 5, 6, 9]",m,262284
然后,281840,2,9031.253829246498,6.955748048577295,5170,0.9990338164251208,3.7134905430939424,"['c', 'd', 'm', 'nd', 'v']","[281829, 5, 1, 4, 1]",c,281829
就是,281410,2,9017.47495063957,6.955084944579076,5174,0.9998067632850242,3.713826424380525,"['c', 'd', 'i', 'n', 'p', 'r', 'v']","[17943, 242833, 1, 11, 2, 1, 20619]",d,242833
也,280406,1,8985.302871287586,6.953532720633868,5175,1.0,3.7139103541289553,"['c', 'd', 'i', 'j', 'n', 'nh', 'ns', 'u', 'v']","[4, 279824, 19, 1, 6, 4, 4, 530, 14]",d,279824
我们,263737,2,8451.163039894916,6.926916480198358,5170,0.9990338164251208,3.7134905430939424,"['n', 'r', 'v']","[9, 263714, 14]",r,263714
会,242839,1,7781.509539598318,6.891063854203702,5175,1.0,3.7139103541289553,"['i', 'j', 'n', 'nh', 'nl', 'ns', 'nt', 'p', 'q', 'v']","[4, 1, 1723, 5, 1, 5, 16, 1, 29, 241054]",v,241054
这,232126,1,7438.223198863441,6.871469206098833,5175,1.0,3.7139103541289553,"['c', 'i', 'm', 'n', 'nt', 'r', 'v']","[9, 2, 12, 3, 1, 232098, 1]",r,232098
觉得,215131,2,6893.637054852497,6.83844841437449,5167,0.9984541062801932,3.7132384615456617,"['n', 'v']","[73, 215058]",v,215058
都,206870,1,6628.922366080836,6.821442932853685,5174,0.9998067632850242,3.713826424380525,"['b', 'd', 'i', 'n', 'nh', 'ns', 'nz', 'p', 'u', 'v']","[1, 206565, 1, 179, 17, 29, 1, 2, 37, 38]",d,206565
去,199742,1,6400.513420243236,6.806214812520645,5174,0.9998067632850242,3.713826424380525,"['m', 'n', 'nd', 'nt', 'u', 'v']","[1, 2, 1, 21, 3, 199714]",v,199714
很,198801,1,6370.360106826685,6.804163983039798,5174,0.9998067632850242,3.713826424380525,"['a', 'b', 'd', 'i', 'j', 'm', 'n', 'nh', 'ns', 'nt', 'p', 'r', 'u', 'v']","[3, 2, 195539, 12, 4, 2417, 13, 60, 9, 6, 4, 4, 2, 726]",d,195539
那,192629,1,6172.585132961693,6.790467088481738,5175,1.0,3.7139103541289553,"['c', 'd', 'i', 'j', 'n', 'nh', 'ns', 'nt', 'nz', 'p', 'r', 'u', 'v']","[78162, 217, 3, 2, 2, 66, 17, 34, 9, 1, 114065, 44, 7]",r,114065
那个,190714,2,6111.221057305266,6.7861279934615215,5168,0.9986473429951692,3.713322504987028,"['n', 'nt', 'r', 'u', 'v']","[2, 1, 190702, 1, 8]",r,190702
人,184696,1,5918.380844615778,6.772202908339539,5175,1.0,3.7139103541289553,"['b', 'd', 'i', 'j', 'n', 'q', 'r', 'v']","[12, 1, 13, 16, 184644, 3, 5, 2]",n,184644
其实,177892,2,5700.354123588979,6.75590183622397,5174,0.9998067632850242,3.713826424380525,"['b', 'd', 'i', 'n', 'r']","[5, 177813, 3, 2, 69]",d,177813
因为,159731,2,5118.404787820651,6.70913462898478,5175,1.0,3.7139103541289553,"['c', 'n', 'p', 'r', 'v']","[113018, 22, 46688, 1, 2]",c,113018
到,153373,1,4914.66964786057,6.691494330930517,5175,1.0,3.7139103541289553,"['a', 'd', 'nh', 'nt', 'p', 'u', 'v']","[1, 33, 1, 1, 16088, 16, 137233]",v,137233
它,148686,1,4764.479871045078,6.678015496482322,5079,0.9814492753623189,3.705778212828598,"['r', 'v']","[148684, 2]",r,148684
要,145539,1,4663.637705984623,6.66872480495784,5174,0.9998067632850242,3.713826424380525,"['a', 'c', 'd', 'i', 'n', 'nh', 'v']","[16, 387, 48, 4, 8, 1, 145075]",v,145075
时候,144153,2,4619.224855405088,6.664569103421005,5174,0.9998067632850242,3.713826424380525,['n'],[144153],n,144153
对,140333,1,4496.817143129607,6.652905227940547,5174,0.9998067632850242,3.713826424380525,"['a', 'b', 'd', 'e', 'i', 'j', 'n', 'nd', 'nh', 'p', 'q', 'u', 'v', 'z']","[37689, 1, 19, 15, 68, 3, 147, 6, 1, 96274, 1109, 56, 4944, 1]",p,96274
可能,134981,2,4325.318170328986,6.636018059670386,5174,0.9998067632850242,3.713826424380525,"['a', 'c', 'd', 'n', 'v']","[45, 7, 236, 10550, 124143]",v,124143
什么,130005,2,4165.8677053334895,6.619705474023649,5172,0.9994202898550724,3.7136585162083566,"['n', 'nh', 'ns', 'nz', 'r', 'u', 'v']","[3, 31, 11, 2, 129955, 2, 1]",r,129955
但是,127081,2,4072.171330806394,6.609826042034613,5174,0.9998067632850242,3.713826424380525,"['c', 'd', 'n', 'v']","[126933, 105, 1, 42]",c,126933
没有,123856,2,3968.829741254449,6.598662468516714,5175,1.0,3.7139103541289553,"['a', 'd', 'i', 'n', 'p', 'v']","[4, 48992, 7, 1, 6, 74846]",v,74846
自己,121484,2,3892.821601590198,6.590264501529559,5166,0.9982608695652174,3.7131544018372975,['r'],[121484],r,121484
啊,121318,1,3887.50231356985,6.589670660496713,5111,0.987632850241546,3.708505880955237,"['e', 'i', 'n', 'nh', 'ns', 'nz', 'u', 'v']","[539, 1, 1, 1, 2, 2, 120769, 3]",u,120769
跟,117186,1,3755.096903328413,6.574621148806975,5172,0.9994202898550724,3.7136585162083566,"['a', 'c', 'd', 'i', 'n', 'nd', 'nh', 'ns', 'nz', 'p', 'v']","[1, 4774, 10, 4, 105, 18, 47, 2, 2, 107348, 4875]",p,107348
个,116807,1,3742.952263812076,6.573214288323291,5174,0.9998067632850242,3.713826424380525,"['a', 'c', 'i', 'j', 'm', 'n', 'nh', 'q', 'r', 'u', 'v']","[2, 1, 3, 5, 122, 257, 1, 116410, 3, 2, 1]",q,116410
所以,116721,2,3740.196488090691,6.572894418096748,5173,0.9996135265700484,3.7137424784090816,"['c', 'n', 'r', 'u']","[116687, 25, 5, 4]",c,116687
做,115521,1,3701.743803606247,6.568406358087794,5158,0.9967149758454106,3.712481337801919,"['a', 'n', 'p', 'v']","[1, 8, 1, 115511]",v,115511
看,115416,1,3698.3791937138576,6.568011437189522,5173,0.9996135265700484,3.7137424784090816,"['a', 'd', 'n', 'v']","[4, 1, 10, 115401]",v,115401
想,105696,1,3386.9124493898585,6.529803970415429,5164,0.9978743961352656,3.712986233594383,"['a', 'i', 'n', 'v']","[1, 25, 11, 105659]",v,105659
好,101752,1,3260.5312930509845,6.513288372718344,5168,0.9986473429951692,3.713322504987028,"['a', 'd', 'i', 'm', 'n', 'nh', 'nt', 'v', 'z']","[93736, 7601, 16, 265, 42, 17, 1, 73, 1]",a,93736
非常,97490,2,3123.960175323733,6.494705488794446,5155,0.996135265700483,3.712228669619536,"['a', 'b', 'd', 'm', 'n', 'ns', 'v']","[16, 1064, 96379, 20, 2, 3, 6]",d,96379
可以,97145,2,3112.905028534455,6.493165871015764,5172,0.9994202898550724,3.7136585162083566,"['a', 'c', 'd', 'n', 'v']","[380, 6, 3, 6, 96750]",v,96750
他们,96833,2,3102.9073305685,6.491768805418612,5154,0.9959420289855072,3.712144414214886,"['r', 'v']","[96832, 1]",r,96832
上,95720,1,3067.242465709178,6.486748108345509,5174,0.9998067632850242,3.713826424380525,"['a', 'd', 'i', 'j', 'm', 'n', 'nd', 'nh', 'nl', 'ns', 'nt', 'q', 'v']","[10, 1, 3, 18, 75, 50, 71650, 3, 1, 20, 67, 1, 23821]",nd,71650
这种,95292,2,3053.527674909726,6.484801860472745,5169,0.998840579710145,3.713406532167691,['r'],[95292],r,95292
呢,95270,1,3052.822709027511,6.4847015836217,5158,0.9967149758454106,3.712481337801919,"['d', 'i', 'u', 'v']","[1, 1, 95264, 4]",u,95264
还,91675,1,2937.6248750928635,6.467996337036749,5171,0.9992270531400966,3.71357453777207,"['c', 'd', 'i', 'n', 'nh', 'u', 'v']","[196, 85159, 1, 1, 1, 3, 6314]",d,85159
和,89547,1,2869.4354479404487,6.457796459116573,5150,0.9951690821256038,3.711807229041191,"['a', 'c', 'i', 'j', 'n', 'nh', 'ni', 'ns', 'nz', 'p', 'u', 'v']","[64, 69860, 1, 3, 115, 1105, 2, 8, 4, 17529, 2, 854]",c,69860
给,86379,1,2767.920360901516,6.442153590366158,5170,0.9990338164251208,3.7134905430939424,"['i', 'n', 'nh', 'p', 'u', 'v']","[2, 6, 10, 51459, 439, 34463]",p,51459
一些,86038,2,2756.993389727186,6.440435724825959,5148,0.9947826086956522,3.711638538232349,"['m', 'n']","[86036, 2]",m,86036
很多,83913,2,2688.9000942859825,6.429574666371184,5161,0.9972946859903382,3.712733859069952,"['d', 'm', 'n', 'r']","[86, 83825, 1, 1]",m,83825
大家,83861,2,2687.2338112916564,6.429305455244524,5143,0.993816425120773,3.71121652432109,"['a', 'n', 'r']","[11, 39, 83811]",r,83811
多,82748,1,2651.5689464323345,6.423502924181648,5174,0.9998067632850242,3.713826424380525,"['a', 'b', 'd', 'i', 'j', 'm', 'n', 'nh', 'ns', 'nz', 'r', 'v', 'z']","[67418, 30, 6272, 22, 1, 7400, 61, 20, 5, 1, 26, 1489, 3]",a,67418
能,80135,1,2567.8382259674568,6.409567659668342,5159,0.9969082125603864,3.712565527873308,"['a', 'c', 'i', 'n', 'nh', 'v']","[22, 1, 3, 124, 2, 79983]",v,79983
把,79581,1,2550.085903297138,6.406554810512207,5172,0.9994202898550724,3.7136585162083566,"['d', 'm', 'n', 'nh', 'p', 'q', 'u', 'v']","[2, 18, 17, 2, 76978, 2252, 27, 285]",p,76978
吧,78076,1,2501.859828172898,6.39826297380011,5162,0.997487922705314,3.71281800020785,"['j', 'n', 'nh', 'ns', 'u', 'v']","[1, 12, 1, 4, 78057, 1]",u,78057
来,76744,1,2459.1773483951647,6.390789849866026,5174,0.9998067632850242,3.713826424380525,"['a', 'i', 'm', 'n', 'nd', 'nh', 'ns', 'nt', 'u', 'v']","[2, 1, 420, 22, 712, 6, 3, 2, 250, 75326]",v,75326
这样,76326,2,2445.782996633083,6.388417921406081,5162,0.997487922705314,3.71281800020785,"['i', 'r']","[20, 76306]",r,76306
或者,75421,2,2416.7832637510646,6.383237704781887,5144,0.9940096618357488,3.7113009599161657,['c'],[75421],c,75421
东西,74578,2,2389.7702529007424,6.378356150867177,5112,0.9878260869565216,3.708590845150344,"['j', 'n', 'nd']","[1, 74445, 132]",n,74445
现在,73199,2,2345.5817096473684,6.370250566437249,5164,0.9978743961352656,3.712986233594383,"['nt', 'v']","[73186, 13]",nt,73186
里面,71581,2,2293.7346734008424,6.360543179675869,5097,0.984927536231884,3.707314633588708,"['n', 'nd', 'q']","[10, 71534, 37]",nd,71534
大,66705,1,2137.4885987790503,6.329903806908725,5171,0.9992270531400966,3.71357453777207,"['a', 'b', 'd', 'i', 'j', 'm', 'n', 'nd', 'nh', 'ns', 'nt', 'nz', 'p', 'r', 'v', 'z']","[63312, 26, 2802, 21, 23, 77, 296, 3, 26, 21, 47, 9, 1, 2, 33, 6]",a,63312
过,65020,1,2083.4946209821437,6.318792383564217,5170,0.9990338164251208,3.7134905430939424,"['a', 'd', 'i', 'n', 'ns', 'nt', 'u', 'v']","[17, 1038, 9, 73, 1, 20, 52721, 11141]",u,52721
她,64797,1,2076.348830448784,6.317300317583252,3334,0.6442512077294686,3.5229655954919865,"['r', 'v']","[64796, 1]",r,64796
像,64772,1,2075.547732855358,6.317132725610136,5170,0.9990338164251208,3.7134905430939424,"['a', 'c', 'd', 'i', 'j', 'n', 'nh', 'ns', 'nt', 'p', 'v']","[1484, 1, 1716, 3, 2, 188, 3, 4, 1, 13732, 47638]",v,47638
知道,63422,2,2032.288462810358,6.307985351700165,5164,0.9978743961352656,3.712986233594383,"['n', 'v']","[2, 63420]",v,63420
还是,62983,2,2018.2211890697984,6.3049687614689365,5167,0.9984541062801932,3.7132384615456617,"['c', 'd', 'n', 'u', 'v']","[11213, 48714, 1, 2, 3053]",d,48714
那种,61292,2,1964.0349478504693,6.29314921131426,4998,0.9657971014492752,3.698796251790432,['r'],[61292],r,61292
年,61110,1,1958.2029573703285,6.291857702123935,5051,0.9760386473429952,3.7033773685123497,"['a', 'i', 'j', 'n', 'nd', 'nh', 'ns', 'nt', 'q', 'v']","[6, 7, 15, 15891, 1, 6, 2, 382, 44794, 6]",q,44794
但,60791,1,1947.9809520782137,6.289584705906165,5154,0.9959420289855072,3.712144414214886,"['c', 'd', 'n', 'v']","[60733, 45, 1, 12]",c,60733
吗,60569,1,1940.8672054485917,6.287995821883046,5083,0.9822222222222222,3.706120109702704,"['u', 'v']","[60568, 1]",u,60568
这些,59884,2,1918.9171313887211,6.283056220093631,5142,0.9936231884057972,3.711132072306842,['r'],[59884],r,59884
更,58604,1,1877.900934605314,6.273672678085014,5126,0.9905314009661836,3.709778601848225,"['d', 'i', 'j', 'n', 'nh', 'nt', 'q', 'v']","[58212, 21, 2, 25, 4, 3, 3, 334]",d,58212
种,58460,1,1873.2866124671805,6.272604229425526,5081,0.9818357487922704,3.705949194910296,"['m', 'n', 'q', 'v']","[2, 153, 56649, 1656]",q,56649
让,56999,1,1826.4704691073696,6.261612654808327,5154,0.9959420289855072,3.712144414214886,"['i', 'nh', 'p', 'v']","[3, 6, 4, 56986]",v,56986
特别,56336,2,1805.2253609297145,6.256531426130218,5088,0.9831884057971014,3.7065471026403576,"['a', 'd', 'n', 'v']","[5557, 50767, 6, 6]",d,50767
事情,55748,2,1786.3835455323365,6.251974709773737,4907,0.9482125603864734,3.690816057980916,['n'],[55748],n,55748
如果,55081,2,1765.0102617397329,6.246747234711934,5134,0.9920772946859904,3.7104558643354246,"['c', 'n', 'nt', 'r', 'v']","[55011, 7, 3, 22, 38]",c,55011
两,51189,1,1640.2953883951848,6.21492206390036,5154,0.9959420289855072,3.712144414214886,"['b', 'i', 'j', 'm', 'n', 'nd', 'nh', 'nt', 'nz', 'q', 'r', 'z']","[1, 2, 2, 51054, 18, 18, 3, 1, 1, 87, 1, 1]",m,51054
着,50870,1,1630.0733831030702,6.212207156035463,5100,0.9855072463768116,3.707570176097936,"['a', 'd', 'n', 'q', 'u', 'v']","[6, 2, 36, 1, 48790, 2035]",u,48790
又,50628,1,1622.3187583987071,6.210136189833614,5152,0.9955555555555556,3.711975854351756,"['c', 'd', 'm', 'nh', 'q', 'r', 'v']","[1768, 48845, 2, 5, 1, 2, 5]",d,48845
比较,50570,2,1620.4602119819592,6.209638372036653,5084,0.982415458937198,3.7062055418819706,"['d', 'i', 'm', 'ns', 'p', 'v']","[44842, 1, 1, 1, 43, 5682]",d,44842
当时,49491,2,1585.8848398496962,6.200271647525312,4956,0.95768115942029,3.695131297704026,"['n', 'nt']","[1, 49490]",nt,49490
最,48292,1,1547.4641992689888,6.189620610364351,5140,0.9932367149758454,3.710963118995276,"['a', 'b', 'd', 'i', 'm', 'n', 'nd', 'nl', 'ns', 'nt', 'r', 'u', 'v', 'z']","[41, 5, 48085, 1, 5, 38, 87, 2, 1, 20, 1, 1, 4, 1]",d,48085
得,47303,1,1515.7727784730594,6.180634103372994,5129,0.9911111111111112,3.7100326990657537,"['a', 'i', 'n', 'nh', 'u', 'v']","[5, 1, 15, 2, 28260, 19020]",u,28260
怎么,47282,2,1515.0998564945814,6.180441257059735,5123,0.989951690821256,3.709524355876341,['r'],[47282],r,47282
问题,47128,2,1510.165095319078,6.179024428132045,4951,0.9567149758454108,3.694692926331484,"['n', 'v']","[47123, 5]",n,47123
比如说,46791,3,1499.3662997596962,6.175907745277013,4912,0.9491787439613528,3.691258358133111,"['c', 'd', 'i', 'n', 'p', 'v']","[2303, 64, 41360, 1, 7, 3056]",i,41360
感觉,46663,2,1495.2646800813557,6.174718074884199,4999,0.9659903381642512,3.69888313675259,"['n', 'v']","[25117, 21546]",n,25117
从,45381,1,1454.184395490474,6.162619480021269,5135,0.9922705314009662,3.710540447933297,"['a', 'd', 'i', 'j', 'n', 'nd', 'nh', 'ns', 'nt', 'p', 'v']","[1, 165, 20, 3, 3, 1, 9, 1, 2, 42849, 2327]",p,42849
被,44899,1,1438.7392338892223,6.157982086816826,5079,0.9814492753623189,3.705778212828598,"['a', 'd', 'i', 'n', 'p', 'q', 'v']","[2, 42, 1, 57, 44751, 2, 44]",p,44751
之后,44398,2,1422.6852381169667,6.153108825263612,5064,0.9785507246376812,3.7044936970092985,['nd'],[44398],nd,44398
没,43365,1,1389.5838855566076,6.142884769130448,4926,0.9518840579710144,3.692494407503085,"['a', 'd', 'i', 'nh', 'p', 'u', 'v']","[2, 27283, 51, 1, 6, 2, 16020]",d,27283
已经,43259,2,1386.1872317604818,6.141821894221431,5154,0.9959420289855072,3.712144414214886,"['d', 'n', 'v']","[43255, 3, 1]",d,43255
一下,43114,2,1381.5408657186117,6.14036373579151,5110,0.98743961352657,3.708420900134713,"['c', 'd', 'm', 'nd']","[4, 110, 42999, 1]",m,42999
点,43030,1,1378.8491778047005,6.139516764486665,5099,0.9853140096618358,3.707485011967474,"['d', 'i', 'm', 'n', 'ns', 'nt', 'q', 'u', 'v']","[7, 8, 65, 8377, 1, 12, 31169, 7, 3384]",q,31169
开始,42992,2,1377.631509462693,6.139133067493201,5117,0.988792270531401,3.709015416972117,"['a', 'n', 'v']","[2, 8, 42982]",v,42982
这么,42652,2,1366.7365821921005,6.135684818939279,5105,0.9864734299516909,3.707995746422929,['r'],[42652],r,42652
嘛,42446,1,1360.1355380222708,6.133582188136527,4947,0.9559420289855072,3.694341910364181,"['r', 'u']","[593, 41853]",u,41853
讲,42137,1,1350.2339717675263,6.130409030601086,4948,0.9561352657004832,3.694429690957083,"['i', 'n', 'nh', 'q', 'v']","[35, 16, 2, 12, 42072]",v,42072
用,42100,1,1349.048347329256,6.130027514239777,5086,0.9828019323671496,3.7063763558396894,"['a', 'i', 'n', 'nh', 'ns', 'p', 'v']","[5, 18, 355, 2, 1, 17586, 24133]",v,24133
话,40875,1,1309.7945652513856,6.1172031840724514,5095,0.9845410628019324,3.707144188342445,"['i', 'j', 'n', 'q', 'v']","[3, 2, 40759, 4, 107]",n,40759
小,40234,1,1289.254422955945,6.110338629985338,5057,0.9771980676328502,3.7038929536325447,"['a', 'b', 'd', 'i', 'j', 'm', 'n', 'nh', 'ns', 'nt', 'nz', 'v', 'z']","[39664, 16, 14, 7, 1, 9, 203, 278, 3, 2, 3, 22, 12]",a,39664
还有,40020,2,1282.397027556219,6.108022502704301,5118,0.9889855072463768,3.709100281551167,"['c', 'd', 'v']","[63, 390, 39567]",v,39567
而且,39680,2,1271.5021002856265,6.10431708188625,5090,0.9835748792270532,3.706717782336759,"['c', 'd', 'u', 'v']","[39662, 4, 13, 1]",c,39662
那么,39617,2,1269.4833343501932,6.103627003872792,5076,0.9808695652173912,3.705521613422667,"['c', 'd', 'r']","[13921, 1, 25695]",r,25695
再,38804,1,1243.4316406119822,6.094621914317608,5133,0.9918840579710144,3.710371264260763,"['c', 'd', 'i', 'n', 'v']","[139, 38622, 5, 2, 36]",d,38622
一样,37160,2,1190.7514628682934,6.075821123725713,5125,0.9903381642512076,3.709693869727792,"['a', 'm', 'u', 'v']","[29058, 27, 8074, 1]",a,29058
出来,36967,2,1184.5669894470452,6.07355962590686,5113,0.9880193236714976,3.708675792726537,['v'],[36967],v,36967
真,35777,1,1146.4347439999713,6.059349339373602,4976,0.9615458937198068,3.696880371682762,"['a', 'b', 'd', 'i', 'n', 'nh', 'ns', 'nt', 'nz', 'v', 'z']","[23911, 2, 11793, 3, 40, 15, 3, 1, 1, 2, 6]",a,23911
看到,35061,2,1123.4913089242527,6.050569717163837,5006,0.9673429951690822,3.6994908452722046,['v'],[35061],v,35061
次,34059,1,1091.3833173797418,6.037977310977917,4934,0.9534299516908212,3.693199145153717,"['a', 'b', 'c', 'd', 'j', 'm', 'n', 'nt', 'q', 'v']","[42, 7, 1, 6, 1, 20, 56, 5, 33906, 15]",q,33906
好像,33454,2,1071.9967556188344,6.030193470973384,4944,0.9553623188405798,3.69407846208076,"['a', 'd', 'i', 'v']","[6, 550, 1, 32897]",v,32897
时间,33395,2,1070.1061652983492,6.029426866204862,4988,0.9638647342995168,3.697926444806505,['n'],[33395],n,33395
应该,33338,2,1068.279662785338,6.028684960656224,5052,0.976231884057971,3.703463341883293,"['d', 'n', 'v']","[1, 1, 33336]",v,33336
太,33164,1,1062.7040235350937,6.026412324877053,5011,0.9683091787439614,3.699924402742477,"['a', 'd', 'i', 'j', 'n', 'nh', 'ns', 'nt', 'nz', 'v', 'z']","[39, 32969, 2, 41, 37, 59, 7, 3, 2, 4, 1]",d,32969
叫,33103,1,1060.7493454071346,6.025612772433792,4897,0.946280193236715,3.689930104018218,"['i', 'n', 'nh', 'p', 'v']","[1, 17, 27, 53, 33005]",v,33005
喜欢,32753,2,1049.5339790991716,6.0209965036105455,4699,0.9080193236714976,3.672005445022952,"['n', 'v']","[2, 32751]",v,32751
事,32271,1,1034.0888174979198,6.014557841748918,4560,0.881159420289855,3.658964842664435,"['i', 'n', 'nt', 'v']","[5, 32263, 1, 2]",n,32263
之前,32263,2,1033.8324662680234,6.014450166542886,5067,0.9791304347826087,3.704750904290671,"['nd', 'nt']","[32257, 6]",nd,32257
里,30715,1,984.2285032830904,5.993095938059691,4803,0.9281159420289856,3.681512586638962,"['i', 'j', 'n', 'nd', 'nh', 'q', 'v']","[1, 1, 7, 30264, 3, 421, 18]",nd,30264
吃,30410,1,974.455112643294,5.988761838548241,3678,0.7107246376811595,3.5656117249020585,"['a', 'i', 'n', 'v']","[24, 21, 4, 30361]",v,30361
第一,30111,2,964.8739854259198,5.984470597273569,4990,0.9642512077294686,3.6981005456233897,"['b', 'i', 'm', 'n']","[3, 4, 30097, 7]",m,30097
发现,30087,2,964.1049317362308,5.984124304436002,4968,0.96,3.696181587168524,"['n', 'v']","[1, 30086]",v,30086
写,29385,1,941.6101113128312,5.973871113454527,4244,0.8200966183574879,3.627775375229303,"['n', 'nh', 'v']","[32, 3, 29350]",v,29350
为什么,29115,3,932.958257303831,5.969862212848152,5009,0.9679227053140096,3.699751031689514,"['p', 'r']","[2, 29113]",r,29113
生活,29105,2,932.6378182664608,5.969713022025008,4457,0.861256038647343,3.649042634086177,"['n', 'v']","[5, 29100]",v,29100
中,29020,1,929.9140864488126,5.968442826505825,4818,0.9310144927536232,3.6828667956623247,"['a', 'b', 'j', 'n', 'nd', 'nh', 'ns', 'nt', 'nz', 'v']","[18, 2, 635, 27, 27618, 2, 15, 5, 1, 697]",nd,27618
你们,28888,2,925.6842911555236,5.966462893822879,4556,0.8803864734299517,3.658583715407063,"['r', 'v']","[28884, 4]",r,28884
包括,28821,2,923.5373496051424,5.965454463825433,4726,0.9132367149758456,3.6744937172963503,['v'],[28821],v,28821
朋友,28045,2,898.6712803052015,5.953600862749644,4503,0.8701449275362318,3.653501946962933,['n'],[28045],n,28045
天,28015,1,897.7099631930904,5.953136045207696,4743,0.9165217391304348,3.676053124651872,"['a', 'b', 'i', 'j', 'n', 'nh', 'nl', 'ns', 'nt', 'nz', 'q', 'v']","[14, 2, 17, 9, 5392, 7, 12, 2, 5, 1, 22551, 3]",q,22551
工作,28013,2,897.6458753856163,5.953105039676027,4184,0.8085024154589372,3.621591675859218,"['n', 'v']","[2657, 25356]",v,25356
能够,27795,2,890.6603043709422,5.949712096778687,4513,0.8720772946859904,3.654465333520146,"['n', 'v']","[3, 27792]",v,27792
下,26932,1,863.0064154458794,5.936014024200016,5009,0.9679227053140096,3.699751031689514,"['a', 'b', 'i', 'm', 'n', 'nd', 'nh', 'ns', 'nt', 'q', 'v']","[2, 3, 6, 18, 31, 18889, 2, 1, 54, 438, 7488]",nd,18889
几,26839,1,860.026332398335,5.934511748732191,4991,0.9644444444444444,3.698187569866122,"['d', 'i', 'j', 'm', 'n', 'nh', 'ns', 'nt', 'r']","[5, 2, 11, 26774, 1, 4, 3, 36, 3]",m,26774
才,26743,1,856.9501176395794,5.932955542734897,5025,0.9710144927536232,3.701136066092527,"['c', 'd', 'i', 'n', 'nh', 'u', 'v']","[543, 25976, 3, 209, 10, 1, 1]",d,25976
件,26568,1,851.3424344855979,5.9301042809944375,4542,0.8776811594202899,3.6572471298837166,"['n', 'q']","[46, 26522]",q,26522
听,26451,1,847.5932977483646,5.928187513916046,4747,0.917294685990338,3.67641923171836,"['a', 'n', 'v']","[36, 36, 26379]",v,26379
地方,26303,2,842.8507999952832,5.9257507033631605,4690,0.9062801932367148,3.6711728427150834,"['n', 'v']","[26301, 2]",n,26301
今天,26156,2,838.1403461459388,5.923316747094836,4614,0.8915942028985507,3.664077590185075,['nt'],[26156],nt,26156
钱,25859,1,828.6233067360387,5.918357144560272,3847,0.7433816425120773,3.5851221863068155,"['n', 'nh', 'q', 'v']","[25745, 111, 2, 1]",n,25745
